0.023856, 1000
0.064016, 2500
0.103744, 4000
0.145391, 5500
0.154334, 7000
0.163277, 6099
0.171709, 7599
0.188115, 9099
0.196547, 10599
0.204979, 9386
0.213411, 10886
0.221843, 9386
0.230275, 10886
0.238707, 9386
0.247139, 10886
0.255571, 9386
0.264003, 10886
0.272435, 9586
0.280867, 11086
0.289299, 9586
0.297731, 11086
0.306163, 9586
0.314595, 11086
0.323027, 9586
0.331459, 11086
0.339891, 9586
0.348323, 11086
0.356755, 9949
0.365187, 11449
0.380707, 9949
0.402705, 6885
0.423902, 8385
0.445099, 6885
0.453531, 8385
0.461963, 6885
0.470395, 8385
0.478827, 6885
0.487259, 8385
0.495691, 7244
0.504123, 8744
0.512555, 7244
0.520987, 8744
0.529419, 7244
0.537851, 8744
0.546283, 7244
0.554715, 8744
0.563147, 7244
0.571579, 8744
0.580011, 7244
0.588443, 8744
0.596875, 7244
0.605307, 8744
0.613739, 7244
0.622171, 8744
0.630603, 7244
0.639035, 8744
0.647467, 7244
0.655899, 8744
0.664331, 7244
0.672763, 8744
0.681195, 7244
0.689627, 8744
0.698059, 7244
0.706491, 8744
0.714923, 7244
0.723355, 8744
0.731787, 7244
0.740219, 8744
0.748651, 7244
0.757083, 8744
0.765515, 7244
0.773947, 8744
0.782379, 7244
0.790811, 8744
0.799243, 7244
0.807675, 8744
0.816107, 7244
0.824539, 7112
0.832971, 8612
0.841403, 7112
0.849835, 8612
0.858267, 7112
0.866699, 8612
0.875131, 7112
0.883563, 8612
0.891995, 7112
0.900427, 8612
0.908859, 7112
0.917291, 8612
0.925723, 7112
0.934155, 8612
0.942587, 7112
0.951019, 8612
0.959451, 7112
0.967883, 8612
0.976315, 7112
0.984747, 8612
0.993179, 7112
1.00161, 8612
1.01004, 7112
1.01847, 8612
1.02691, 7112
1.03534, 8612
1.04377, 7112
1.0522, 8612
1.06063, 7112
1.06907, 8612
1.0775, 7008
1.08593, 8508
1.09436, 7008
1.10279, 8508
1.11123, 7008
1.11966, 8508
1.12809, 7008
1.13652, 8508
1.14495, 7008
1.15339, 8508
1.16182, 7154
1.17025, 8654
1.17868, 7154
1.18711, 8654
1.19555, 7154
1.20398, 8654
1.21241, 7154
1.22084, 8654
1.22927, 7154
1.23771, 8654
1.24614, 7154
1.25457, 8654
1.263, 7154
1.27143, 8654
1.27987, 7154
1.2883, 8654
1.29673, 7154
1.30516, 8654
1.31359, 7154
1.32203, 8654
1.33046, 7154
1.33889, 8654
1.34732, 7154
1.35575, 8654
1.36419, 7154
1.37262, 8654
1.38105, 7154
1.38948, 8654
1.39791, 7154
1.40635, 8654
1.41478, 7154
1.42321, 8654
1.43164, 7154
1.44007, 8654
1.44851, 7154
1.45694, 8654
1.46537, 7154
1.4738, 8654
1.48223, 6959
1.49067, 8459
1.4991, 6959
1.50753, 8459
1.51596, 6959
1.52439, 8459
1.53283, 6959
1.54126, 8459
1.54969, 6959
1.55812, 8459
1.56655, 6959
1.57499, 8459
1.58342, 6959
1.59185, 8459
1.60028, 6959
1.60871, 8459
1.61715, 6959
1.62558, 8459
1.63401, 6959
1.64244, 8459
1.65087, 6959
1.65931, 8459
1.66774, 6959
1.67617, 8459
1.6846, 6959
1.69303, 8459
1.70147, 6959
1.7099, 8459
1.71833, 6959
1.72676, 8459
1.73519, 6959
1.74363, 8459
1.75206, 6959
1.76049, 8459
1.76892, 6959
1.77735, 8459
1.78579, 6959
1.79422, 8459
1.80265, 6959
1.81108, 8459
1.81951, 6959
1.82795, 8459
1.83638, 6958
1.84481, 8458
1.85324, 6958
1.86167, 8458
1.87011, 6958
1.87854, 8458
1.88697, 6958
1.8954, 8458
1.90383, 6958
1.91227, 8458
1.9207, 6958
1.92913, 8458
1.93756, 6958
1.94599, 8458
1.95443, 6958
1.96286, 8458
1.97129, 7032
1.97972, 8532
1.98815, 7032
1.99659, 8532
2.00502, 7032
2.01345, 8532
2.02188, 7032
2.03031, 8532
2.03875, 7032
2.04718, 8532
2.05561, 7032
2.06404, 8532
2.07247, 7032
2.08091, 8532
2.08934, 7032
2.09777, 8532
2.1062, 7032
2.11463, 8532
2.12307, 7032
2.1315, 8532
2.13993, 7032
2.14836, 8532
2.15679, 7032
2.16523, 8532
2.17366, 7032
2.18209, 8532
2.19052, 7051
2.19895, 8551
2.20739, 7051
2.21582, 8551
2.22425, 7051
2.23268, 8551
2.24111, 7051
2.24955, 8551
2.25798, 7051
2.26641, 8551
2.27484, 7051
2.28327, 8551
2.29171, 7051
2.30014, 8551
2.30857, 7051
2.317, 8551
2.32543, 7051
2.33387, 8551
2.3423, 7051
2.35073, 8551
2.35916, 7051
2.36759, 8551
2.37603, 7051
2.38446, 8551
2.39289, 7051
2.40132, 8551
2.40975, 7051
2.41819, 8551
2.42662, 7051
2.43505, 8551
2.44348, 7051
2.45191, 8551
2.46035, 7051
2.46878, 8551
2.47721, 7051
2.48564, 8551
2.49407, 6989
2.50251, 8489
2.51094, 6989
2.51937, 8489
2.5278, 6989
2.53623, 8489
2.54467, 6989
2.5531, 8489
2.56153, 6989
2.56996, 8489
2.57839, 6989
2.58683, 8489
2.59526, 6980
2.60369, 8480
2.61212, 6980
2.62055, 8480
2.62899, 6980
2.63742, 8480
2.64585, 6980
2.65428, 8480
2.66271, 6980
2.67115, 8480
2.67958, 6980
2.68801, 8480
2.69644, 6980
2.70487, 8480
2.71331, 6980
2.72174, 8480
2.73017, 7023
2.7386, 8523
2.74703, 7023
2.75547, 8523
2.7639, 7023
2.77233, 8523
2.78076, 7069
2.78919, 8569
2.79763, 7127
2.80606, 8627
2.81449, 7127
2.82292, 8627
2.83135, 7127
2.83979, 8627
2.84822, 7127
2.85665, 8627
2.86508, 7127
2.87351, 8627
2.88195, 7127
2.89038, 8627
2.89881, 7127
2.90724, 8627
2.91567, 7127
2.92411, 8627
2.93254, 7127
2.94097, 8627
2.9494, 7127
2.95783, 8627
2.96627, 7127
2.9747, 8627
2.98313, 7127
2.99156, 8627
2.99999, 7127
3.00843, 8627
3.01686, 7127
3.02529, 8627
3.03372, 7127
3.04215, 8627
3.05059, 7127
3.05902, 8627
3.06745, 7127
3.07588, 8627
3.08431, 7127
3.09275, 8627
3.10118, 7020
3.10961, 8520
3.11804, 7020
3.12647, 8520
3.13491, 7020
3.14334, 8520
3.15177, 7020
3.1602, 8520
3.16863, 7020
3.17707, 8520
3.1855, 7020
3.19393, 8520
3.20236, 7020
3.21079, 8520
3.21923, 7020
3.22766, 8520
3.23609, 7020
3.24452, 8520
3.25295, 7020
3.26139, 8520
3.26982, 7020
3.27825, 8520
3.28668, 7020
3.29511, 8520
3.30355, 6966
3.31198, 8466
3.32041, 6966
3.32884, 8466
3.33727, 6966
3.34571, 8466
3.35414, 6966
3.36257, 8466
3.371, 6966
3.37943, 8466
3.38787, 6966
3.3963, 8466
3.40473, 6960
3.41316, 8460
3.42159, 6960
3.43003, 8460
3.43846, 6960
